d12 phi1 psi r1
0.017062184623740675 123.93629203259552 31.948669573734666 1.9096641752291208
0.08984564695697746 133.61687112790494 30.41308968739157 2.0533901557653205
0.0007720703020522191 163.17720947053732 65.15731021085813 1.7008300099993994
0.06722045327997749 177.96884673763032 11.623347716487196 2.1669029572701524
0.16857097756709144 124.52154414500042 41.7503145744736 1.8453071564756511
0.1618729942978397 166.19803117500533 7.869912204861787 2.016144469431308
0.012710754967231688 168.17360229368006 44.622359416054465 1.8757331390162089
0.034590270854231275 163.99734805900357 51.60950057999175 1.806203468940497
0.1874234083881036 177.79183771562282 62.92727645589222 1.9681261783677195
0.15583588666036682 128.49038913731405 39.74922010342553 1.940856769583312
0.06963838854930403 127.20721092980855 3.9814081401748815 1.9207504926907242
0.09699312903161413 122.3134347635399 23.315042413202313 1.790560938386625
0.045472489815500367 163.11758342046915 68.16730877921883 1.9880365326924532
0.06446670760932363 172.75040026124427 69.98660046818758 2.054639228500394
0.18434381337416667 149.54168440145304 0.8519809860281136 1.7586058204686343
0.09516523917144457 121.83966289954307 20.128115159639304 1.8462067251687395
0.047166844821127096 170.90071618740038 33.002012354798566 1.9099957061781008
0.125341295191821 171.19475856951078 33.86270052912153 2.1747364586114672
0.002271025702438512 171.5401583794835 13.012832199884825 2.083677664684406
0.1549001909768404 122.57437142415348 8.419414148562874 1.7102362917554583
0.059189966717785564 167.00379873088838 14.195722883089669 1.8576799737946932
0.1924790147621601 156.19937953744468 66.9286211691972 2.137135237969692
0.09078970426354516 156.2521316953788 67.55407609030729 1.82643484533423
0.02071569268967444 175.4073322922464 68.86976807771319 1.7813290598651037
0.08461088803322424 175.67856999590146 25.86664780977547 1.71167748038558
0.1776530081088087 168.91350244298238 56.52946629119114 1.7890273626064253
0.02372310367315318 132.21725592463392 25.034732439375315 1.751476760311901
0.033862538108720155 154.15721519905762 38.870587522687174 1.9505235205981142
0.05187547682830405 178.75717919935062 30.09977463294992 2.1488136796059623
0.05843547303350441 139.8761328175636 1.733834062747407 1.760140062454474
0.012431885868360307 139.5036495733553 10.875355195900669 1.9462152328573967
0.0028503030300591763 123.90728811292914 68.77114181004967 2.0166288353437194
0.10646406565171217 130.13556695187393 21.230434499376628 1.7469476598142812
0.1534420132108194 177.41223414633882 54.241584554318145 1.7502748117460507
0.14036809658888325 152.40287782162153 11.76994826159742 2.0720755283409447
0.07310780562361527 127.10096604116815 47.15572887092447 1.825916284322085
0.05975006217038819 176.65216307483655 34.53848736024247 2.121186557099718
0.14088030788023473 156.91658559810585 64.1493307490774 2.262597856378737
0.09174457772270052 131.78705950925723 31.001111723554875 1.7842637128226315
0.007608936307011583 168.12411143373683 25.16172057151565 1.7673499955524314
0.04436480610199922 153.05963821112914 28.33415402700036 2.173921701865475
0.12993129904716713 174.49490275407476 7.3566285974299435 2.130535700127516
0.14035715258717082 171.75355498704567 69.88484139694887 1.7358547507762363
0.12811291870424368 140.4060447674467 41.364870787349844 1.724524916056411
0.19580218380016454 179.9115946625013 13.779643826571965 2.24924458931108
0.061053401979457814 126.38971882626362 26.814645169463873 1.7321177721243908
0.06932156212183438 179.34530623378743 61.29845891644461 2.0830177370004064
0.09036140361689614 168.29613432954758 36.98205889401454 2.1578841381528755
0.11241322215094383 145.0160371277281 59.583893020050276 2.1908463351043164
0.006555180258672678 166.04794578509654 8.152427791334134 1.9521401218835917
0.006589089706246477 138.47244587760142 59.15543390945121 1.8238708467477889
0.1616098680645809 131.76004525684434 7.6778143479070975 1.75647346165131
0.12024555153490404 168.36744908642663 43.132809343117174 1.8876139060916208
0.016842252942636506 148.6080818357316 12.474066845748771 2.2066822954512406
0.1958649074528738 133.15676311218405 4.131627168838032 2.036672556457865
0.19364087821810172 121.70177605380451 66.91732254957759 1.7079896679478803
0.1487875641263483 149.01003950303758 59.102890978797554 1.8124165408557933
0.13874466773444558 148.59685371403955 65.10884535705878 1.779888914921461
0.01621075772681231 147.24991610090387 42.57201099737456 1.7266660329557335
0.06538844995483813 128.4545858497236 42.502644809113455 2.13091191565351
0.14936676218707132 175.37485743794915 35.05797330011353 2.04716598807026
0.11515056900611045 125.54689081481837 8.228215852924446 1.7089857561314117
0.032051984027319014 120.55706703035564 34.5705840844376 2.298919371706765
0.19284195132320894 129.08916046837157 5.292747114555908 1.7683364628868181
0.18834842865310333 140.53357987505763 12.123526536001133 2.1747689313394956
0.050104117283435716 129.56814554046952 2.744737744972794 1.9849230204284052
0.03613212430812687 136.07932095026518 68.84887927198542 2.161548271419653
0.12038873962262248 176.62965534438894 68.23420957573195 1.7000442196598635
0.13359541449204354 168.28937789938334 11.536391289327645 2.1155327761178757
0.17012559995979318 137.71843934014885 24.080712295559767 1.8548215740450529
0.008189876239007222 134.0108175655013 2.4404110775251087 1.821270278266393
0.005854188020208828 179.37150497670163 49.56524534414304 1.8220375051992173
0.009170071020456194 133.48663970355992 29.97390603721725 1.88686963732532
0.1578071945118667 175.57595280843503 69.12044928014542 2.284184910953919
0.06741333660955287 146.3324540700145 25.08363168879596 2.1141877848000754
0.1275937089481402 176.4570197926883 36.96573495365704 1.8601855392131537
0.1924046506711448 174.6237507458961 34.42488249449038 1.9778266289127744
0.05524953349385087 161.2014017890117 22.62506408363112 1.9197946224984528
0.14281075701477727 177.7856334127156 62.640881814068756 1.968393732353435
0.13747035908945476 155.10654601836356 1.097328123493975 1.953566044298629
0.17162974384701465 132.79390468908545 37.06356507721303 2.13107704146655
0.19809066187229707 150.09548825644606 23.600437956546607 1.758949948071222
0.12455779882084506 145.64768434159538 17.606591671802896 1.9699169203445472
0.0327589106543107 141.47343253975538 19.431287395391323 1.8065748435124465
0.09289807064416848 142.89835922375556 57.093231050566324 1.8130397136696823
0.17733664416949044 177.6945086580049 41.12419673122063 1.7267057762891722
0.03620833430418502 168.61744578416616 25.120310515495678 2.0941633771400863
0.13663837005050675 153.57423204718702 60.73065959391529 1.8523500001935131
0.005277866342670225 142.67858843897258 67.67164206904403 1.7593075711261426
0.15878167661975204 142.80207456142125 26.42011296507757 1.81494260809188
0.1910252068945128 165.40996562841076 66.96000891012494 1.8716885623979624
0.09232787226376736 123.26988933252977 60.872099119950285 1.7722324364996007
0.1945867234560428 126.9082710105859 59.74145333442701 1.9824392929731394
0.14004075374698727 124.32480944169102 31.807040866995663 1.7481239973980471
0.16139025751426675 139.3744263802231 36.33692575323045 1.8708164398342584
0.018455919532672317 147.66564001820146 59.166659720245754 1.9689692881366672
0.0028698295480700238 174.8639332078731 59.24983147852053 2.1587798065753097
0.13786013823105278 138.25204055081215 67.48142733037261 1.832303346929476
0.10087726471122216 131.95368878545077 35.578996253233754 2.1958582431889866
0.0582723057251984 164.7458240457797 52.7129673048323 2.165575065128816
0.13301632482840667 128.17754010585858 65.73669966846772 2.0557677916618813
0.09433861397512637 130.6629950349755 5.52973734574222 1.9595579858407184
0.061253819033549727 174.26910157205398 8.731813146655456 1.754681843677584
0.1206076278852742 133.32839530567279 19.1546817210016 2.0245370974740173
0.07150392148818559 128.26349074667854 48.31478970632847 1.7132107873319902
0.055693792413873205 135.99027832493528 63.11277486574718 1.7629944435832732
0.052824167849951316 135.61596789013316 7.2349762113192035 1.9005822959704872
0.14030119042497555 136.8849668528634 24.40432609778049 2.269948560168201
0.013917421703803593 167.44637099897415 23.21215019669914 2.0470709288977624
0.05329225523587658 178.1749423387351 19.896291018834216 1.9627874774658085
0.008287226346543863 126.37211205714827 8.151659676470901 1.7151261012748102
0.18430950956243308 139.08181734963327 2.967151889697808 2.0961745511358667
0.027901038757365937 124.90651069245396 6.876672925727349 2.22545910464606
0.10170197873813404 174.30004439698018 25.553048321972323 2.190505279338077
0.0830734600382545 121.54426653498692 20.110501724232265 1.8941682257280328
0.08279249913917591 129.96462531560508 8.028476781283304 1.7421041407189426
0.13950354677376872 125.14115248376535 4.8851796124892735 1.7359077893305104
0.055253821602417916 129.34713713724406 65.58039778915489 1.9485326300575347
0.14725216029517513 167.04498278419462 38.54052426944609 1.7234756668593687
